position	channelId	channelTitle	videoId	publishedAt	publishedAtSQL	videoTitle	videoDescription	tags	videoCategoryId	videoCategoryLabel	duration	durationSec	dimension	definition	caption	thumbnail_maxres	licensedContent	viewCount	likeCount	dislikeCount	favoriteCount	commentCount
59	UCZYTClx2T1of7BRZ86-8fow	SciShow	1NBQZkySDY0	2021-01-22T22:53:49Z	2021-01-22 22:53:49	Oh No...Is Nature Going to Make Climate Change WORSE?! | SciShow News	SciShow is supported by Brilliant.org. Go to https://Brilliant.org/SciShow to get 20% off of an annual Premium subscription. Photosynthesis plays a huge role in regulating the earth's CO2. But what happens when the temperature gets high enough that photosynthesis slows down? Hosted by: Hank Green SciShow has a spinoff podcast! It's called SciShow Tangents. Check it out at http://www.scishowtangents.org ---------- Support SciShow by becoming a patron on Patreon: https://www.patreon.com/scishow ---------- Huge thanks go to the following Patreon supporters for helping us keep SciShow free for everyone forever: Silas Emrys, Jb Taishoff, Bd_Tmprd, Harrison Mills, Jeffrey Mckishen, James Knight, Christoph Schwanke, Jacob, Matt Curls, Sam Buck, Christopher R Boucher, Eric Jensen, Lehel Kovacs, Adam Brainard, Greg, Ash, Sam Lutfi, Piya Shedden, KatieMarie Magnone, Scott Satovsky Jr, charles george, Alex Hackman, Chris Peters, Kevin Bealer ---------- Looking for SciShow elsewhere on the internet? Facebook: http://www.facebook.com/scishow Twitter: http://www.twitter.com/scishow Tumblr: http://scishow.tumblr.com Instagram: http://instagram.com/thescishow ---------- Sources: https://doi.org/10.1126/sciadv.aay1052 https://doi.org/10.1111/gcb.12596 https://pubmed.ncbi.nlm.nih.gov/29030907/ https://doi.org/10.1038/nature21068 Image Sources: https://www.storyblocks.com/video/stock/biology-and-nature-of-plants-figs-close-up-slow-motion-dolly-shot-close-up-hgh9hzbpxj17u5fhs https://www.istockphoto.com/vector/a-vector-of-plant-photosynthesis-gm964059380-263218789 https://upload.wikimedia.org/wikipedia/commons/d/d6/Fluxnet_Map.jpg https://www.storyblocks.com/video/stock/massive-tree-in-amazonian-forest-french-guiana-deep-jungle-sunlight-day-time-rumz61azsqjnb4ez7w https://www.storyblocks.com/video/stock/over-a-frosty-forest-aerial-view-rttavw56hk3wyayeg https://www.storyblocks.com/video/stock/aerial-view-flying-over-ocean-water-towards-sunset-1-bvw8xn5kfjevix6mb	SciShow,science,Hank,Green,education,learn,climate change,photosynthesis,cellular respiration,tipping point,carbon emissions,carbon dioxide,environmental science,fluxnet,global warming,greenhouse gases,enzymes,chemical reactions,amazon rainforest,rainforest,taiga,carbon sink,ocean ecosystem,brilliant	27	Education	PT5M38S	338	2d	hd	true	https://i.ytimg.com/vi/1NBQZkySDY0/maxresdefault.jpg	1	146701	9596	260	0	1334
60	UCr546o7ImhGM57qoY0hHvkA	Paul Beckwith	tDblhtPuyGk	2019-08-27T23:04:09Z	2019-08-27 23:04:09	Amazon Rainforest as a Significant but Highly Vulnerable Global Climate Tipping Element	The Amazon Rainforest is one of the very significant yet vulnerable tipping elements in the overall climate system. Willful human destruction of the rainforest by slash-and-burn techniques (trees are toppled by chainsaw or tractors with chains, allowed to dry out, and are then torched) is behind 99% of the present fires, according to some accounts. In this first of a series of 5 videos, I wade through the science and attempt to determine the most accurate numbers on the Amazon Rainforest impact as a carbon sink and oxygen producer, in the overall global context. Please donate at my blog http://paulbeckwith.net to support my efforts to analyze, and present to you significant developments in abrupt climate change.		28	Science & Technology	PT15M	900	2d	hd	false	https://i.ytimg.com/vi/tDblhtPuyGk/maxresdefault.jpg		7696	359	8	0	136
61	UC-8NAETlalinVHmNLG23PZQ	BMZ	cPTVEkuqsbk	2018-12-03T13:52:22Z	2018-12-03 13:52:22	Tropical rainforest in 360 degrees	The 360-degree film shows how forests – especially tropical rainforests – are critically important for mitigating climate change but also for many valuable social ecosystem services (food, medicinal plants, water, oxygen), and it presents the activities of the Federal Ministry for Economic Cooperation and Development (BMZ) in the field of forest protection. (Please note that the 360-degree function is not available for users browsing with Internet Explorer version 11 or lower.)	Federal Ministry for Economic Cooperation And Development (Germany) (Government Office Or Title),Forest,climate,Tropical,rainforest,ecosystem,wood,Africa,Togo,BMZ,Virtual Reality,360 degrees	29	Nonprofits & Activism	PT6M43S	403	3d	hd	false	https://i.ytimg.com/vi/cPTVEkuqsbk/maxresdefault.jpg		5906	50	6	0	2
62	UCliT4Dc2JUMM6QVhMo0ENrQ	The National Academies of Sciences, Engineering, and Medicine	gIUN5ziSfNc	2012-07-02T16:57:25Z	2012-07-02 16:57:25	Climate Change: Lines of Evidence	The National Research Council is pleased to present this video that explains how scientists have arrived at the current state of knowledge about recent climate change and its causes. You can also watch the video in seven separate chapters here on the National Academies YouTube channel. Read more in "Climate Change: Evidence and Causes": http://www.nap.edu/catalog/18730/climate-change-evidence-and-causes Permission granted to embed this video with no additions or alterations.	climate,climate change,nrc,nas,national academies,national research council,global warming,energy	28	Science & Technology	PT26M	1560	2d	hd	false	https://i.ytimg.com/vi/gIUN5ziSfNc/maxresdefault.jpg		128947			0	
63	UCazkF76kH3FtxT0eLuVpdzA	Rainforest Alliance	Ea_mard7Fag	2016-10-17T13:31:49Z	2016-10-17 13:31:49	We Are the Rainforest Alliance	From the cloud forests of Sri Lanka to the heart of the Amazon, we are working with a growing alliance of people to fight climate change by defending the world’s precious standing forests. Our alliance includes indigenous leaders, farmers, scientists, local NGOs, company leaders, and conservationists who have endured death threats in response to their work. Together, we can realize our vision of strong forests, thriving communities, and an Earth in balance. Be a part of our alliance. Like, share, and subscribe to help us continue working with people like Mahendra, Amelia, José, Adrian, and Juana around the world! Learn more about the Rainforest Alliance and our work to rebalance the planet at http://www.rainforest-alliance.org/ Directed by Damani Baker http://damanibaker.com/ Additional footage by Camera Oscura (Peru segments) and Nice and Serious (Côte d'Ivoire segment)	rainforest alliance,rainforest,jungle,forest,sustainability,sustainable,conservation,environment,nonprofit,agriculture,sri lanka,peru,guatemala,cote d'ivoire,ivory coast,farmer	29	Nonprofits & Activism	PT5M12S	312	2d	hd	false	https://i.ytimg.com/vi/Ea_mard7Fag/maxresdefault.jpg		30225	318	8	0	23
64	UCaC2G49fMkmYPVkE-nc6SGw	Cool Earth	mf2XPpQADjw	2019-07-02T10:12:49Z	2019-07-02 10:12:49	Saving rainforest is good for business. Be part of the climate solution with Cool Earth.	Climate Dividends is a smart new initiative for FTSE companies looking to play a part in the global climate challenge. We help businesses harness the potential of their unclaimed dividends, and direct those funds towards the most innovative and effective climate protection projects around the world. https://www.climate-dividends.org for more	climate change,environment,rainforest,conservation,corporate social responsibility,CSR,nature,Cool Earth,Save the Rainforest,FTSE,FTSE 100,FTSE 250,Finance,Investment	29	Nonprofits & Activism	PT1M31S	91	2d	hd	true	https://i.ytimg.com/vi/mf2XPpQADjw/maxresdefault.jpg		131	6	0	0	0
65	UC6ExEyC86NAQgC151-Kr1IA	TropicanaRainforest	4LvOQ4FKp0c	2009-05-20T12:54:09Z	2009-05-20 12:54:09	Mad World - Climate Change Documentary - Rainforest Animals Suffer - Tropicana Vloggers	http://www.tropicanarainforest.com For more information please head over to our website.	Climate,Change,Documentary,Rainforest,Animals,Suffer,Vlogger,trying,hand,at,David,Attenborough	25	News & Politics	PT1M25S	85	2d	sd	false			55821	35	24	0	26
66	UCb--64Gl51jIEVE-GLDAVTg	C-SPAN	pl1Rnz4zNkg	2019-08-26T16:05:30Z	2019-08-26 16:05:30	President Trump on Climate Change	President Trump answers a question on China at his G7 news conference. "I think I know more about the environment than most people. Full video here: https://cs.pn/2Zu4xgO	President of the United States,President Trump,Donald Trump,Trump,Climate Change,France,G7,C-SPAN,CSPAN	25	News & Politics	PT2M50S	170	2d	hd	false	https://i.ytimg.com/vi/pl1Rnz4zNkg/maxresdefault.jpg	1	142099	1164	1905	0	1773
67	UC9_kbAKwfx0YTvPPQ9GsgVg	Amelita Stoppacher.	0RTxCXn2EH0	2021-01-25T18:00:14Z	2021-01-25 18:00:14	CLIMATE CHANGE RAINFOREST BY AMELITA STOPPACHER	CLIMATE CHANGE RAINFOREST BY AMELITA STOPPACHER https://youtu.be/0RTxCXn2EH0 CAN WE LIVE WITHOUT TREES? Did you know that algae and trees were the first forms of life on earth five million years ago? It was because they produced oxygen that human beings could evolve so quickly. Today, there are billions of people inhabiting our planet, and our living environment has undergone many changes. Do we still need trees? Absolutely! After all, the algae in the oceans and the trees on land produce the largest percentage of oxygen on earth. And we can’t live without oxygen. They also absorb CO2 from the air. This is a good thing because the increasing emission of greenhouse gases is releasing so much CO2 into the atmosphere that the result is an acceleration of global warming. By absorbing CO2, trees are slowing this process immediately. And did you know that a large part of fine dust or particulate matter we produce is filtered out of the air by trees? This means they are making the air a lot healthier. But this isn’t all. A single tree supports the lives of more than 250 species of plants and animals and so contributes to biodiversity. For instance, with its pollen bee colonies can pollinate other plants and keep them reproducing. Furthermore, trees provide a natural cooling effect, enhance good drainage, serve as shelter from the wind... and make people… happier! Happier? Absolutely! Because we’re more creative, more involved with others, and more active when we’re surrounded by trees. So we also smile more often and are less often sick. When you think about it, trees are really fantastic! But all over the world - even in the Netherlands! - the number of trees is declining. The trees that remain can no longer deal with our CO2 emissions! Couldn’t we reverse this trend? Yes, we can! In the middle of Brabant in the Netherlands there are many people who know how important trees are. These are the people who run the nurseries of GreenPort Midden Brabant, amongst others Tree & Plant Nursery M. van den Oever. They really want to change things around and make the world a greener place. They apply 100% sustainable methods to let young trees grow, to make them useful for fulfilling their important work elsewhere. This is actually making the middle of Brabant a ‘green cradle’ for both the Netherlands and other countries. They also collaborate with artists and designers to devise new ways to make our world greener. In this way, more people can understand how important trees are for a safe, healthy and attractive living environment. After all, we wouldn’t even be here without plants! Forests contribute to climate stability in many important ways, including creating regular rainfall patterns. If you are experiencing drought in your area, it may well be because of deforestation. In this video we'll learn about how human activity has a negative impact on the Earth because of burning fossil fuels, deforestation and creating waste. What will you do to make our world greener? PLEASE : SUBSCRIBE LIKE AND SHARE THANKS PO MY VIDEOS ARE ABOUT:https://www.youtube.com/results?searc... TRANSLATION POLITICS GENDER EQUALITY DANCE AND MUSIC BATTLE FOR MANILA BAY PUBLIC TRANSPORTATION SUCH BUS AND TRAINS PHILIPPINE FEDERALISM FUNNY VIDEOS DOH AND PHIL HEALTH CLIMATE CHANGE EXPLORING VIENNA AUSTRIA EUROPE BASIC GERMAN WORDS INTO FILIPINO AND ENGLISH ANIMATION MOVIES	Amelita Stoppacher Upload Video and Climate change,Climate Change,RAINFOREST,AMELITA STOPPACHER	25	News & Politics	PT3M40S	220	2d	hd	false	https://i.ytimg.com/vi/0RTxCXn2EH0/maxresdefault.jpg		16	4	0	0	0
68	UCS3wWlfGUijnRIf745lRl2A	FuseSchool - Global Education	Um-bo2MWDsQ	2020-03-24T10:00:18Z	2020-03-24 10:00:18	Human Impact | Environment | Biology | FuseSchool	Human Impact In this video we'll learn about how human activity has a negative impact on the Earth because of burning fossil fuels, deforestation and creating waste. CREDITS Animation & Design: Joshua Thomas jtmotion101@gmail.com Narration: Dale Bennett Script: Gemma Young VISIT US Website: www.fuseschool.org Twitter: https://twitter.com/fuseSchool Instagram: https://www.instagram.com/fuseschool/?hl=en Facebook: http://www.facebook.com/fuseschool This Open Educational Resource is free of charge, under a Creative Commons License: Attribution-NonCommercial CC BY-NC. You are allowed to download the video for nonprofit, educational use. If you would like to modify the video, please contact us: info@fuseschool.org	Human Impact,Science,learn,Revision,GCSE,students free online courses video science videos,fuseschool,global education,STEM,learning,Free,education,human impact on the environment,human impact on biodiversity,population growth,population ecology,pollution,pollution in the ocean,fossil fuels,greenhouse effect,climate change for kids,deforestation,water cycle,human impact on the environment animation,greenhouse effect explained,Human impact on the environment for kids	27	Education	PT4M9S	249	2d	hd	false	https://i.ytimg.com/vi/Um-bo2MWDsQ/maxresdefault.jpg	1	84401	1053	117	0	136
69	UCoMdktPbSTixAyNGwb-UYkQ	Sky News	qWoiBpfvdx0	2015-12-03T11:43:19Z	2015-12-03 11:43:19	Climate Change: What Happens If The World Warms Up By 5°C?	With forests burning, rivers vanishing and continents carved up by toxic oceans, a world where global temperatures have risen by six degrees would be a bleak one - and almost no environment could sustain human life. SUBSCRIBE to our YouTube channel for more videos: http://www.youtube.com/skynews Follow us on Twitter: https://twitter.com/skynews and https://twitter.com/skynewsbreak Like us on Facebook: https://www.facebook.com/skynews For more content go to http://news.sky.com and download our apps: iPad https://itunes.apple.com/gb/app/Sky-News-for-iPad/id422583124 iPhone https://itunes.apple.com/gb/app/sky-news/id316391924?mt=8 Android https://play.google.com/store/apps/details?id=com.bskyb.skynews.android&hl=en_GB		25	News & Politics	PT2M40S	160	2d	hd	false	https://i.ytimg.com/vi/qWoiBpfvdx0/maxresdefault.jpg	1	151375	1687	124	0	457
70	UCgpQ3R-j7UmdzQuUocBpf1g	Impact Financial Planners	HdO3vrRVb4I	2020-10-21T15:00:05Z	2020-10-21 15:00:05	The Coalition for Rainforest Nations (Effectively fighting Climate Change)	In this episode about effective altruism, I interview Kevin Conrad- the Executive director of The Coalition for Rainforest Nations. Free impact investing ebook: https://impactfinancialplanners.com/sriebook/ Schedule a free meeting with Impact Financial Planners: https://go.oncehub.com/aioconsultation Impact Financial Planners (https://impactfinancialplanners.com/) is a fee only financial planning firm held to a fiduciary duty. We work with clients in Los Angeles, CA; Tucson, AZ; and throughout the US. We specialize in Sustainable, Responsible, Impact Investing (SRI) to help socially conscious investors make a positive impact with their investments while earning a competitive return. The three main tools for SRI are: screening, shareholder advocacy and community investing. In additional to investment management, we work with clients on: retirement planning, taxes, estate planning and insurance.	Climate Change,The Coalition for Rainforest Nations,yt:cc=on	29	Nonprofits & Activism	PT32M3S	1923	2d	hd	false	https://i.ytimg.com/vi/HdO3vrRVb4I/maxresdefault.jpg		5	1	0	0	0
71	UCY0YIply-je0EhSWLgpftVw	BEME News	ZjCrbHrNdJ8	2019-05-01T15:42:30Z	2019-05-01 15:42:30	The fight for Brazil’s rainforest	Deforestation in the Amazon is on the rise. Brazil’s far-right president Jair Bolsonaro plans to open the rainforest to ranching, farming and mining. This threatens indigenous populations and impacts climate change. We visited the Amazon to meet with an indigenous community fighting for survival, and a farmer who hopes the new policies will help future economic growth. SOURCES & FURTHER READING Highway BR-319 What Lies Behind the Recent Surge of Amazon Deforestation https://e360.yale.edu/features/what_lies_behind_the_recent_surge_of_amazon_deforestation President Jair Bolsonaro Why Brazil's Jair Bolsonaro has environmentalists worried for the Amazon https://www.cnn.com/2019/01/05/americas/bolsonaro-amazon-global-warming/index.html Jair Bolsonaro launches assault on Amazon rainforest protections https://www.theguardian.com/world/2019/jan/02/brazil-jair-bolsonaro-amazon-rainforest-protections Brazil's new leader promised to exploit the Amazon—but can he? https://www.nationalgeographic.com/environment/2018/10/brazil-president-jair-bolsonaro-promises-exploit-amazon-rain-forest/ Brazil: indigenous people rally in capital to protest against Bolsonaro onslaught https://www.theguardian.com/world/2019/apr/24/brazil-indigenous-people-bolsonaro-protest CREDITS Producers: Klaus Thymann and Marcia Reverdosa Camera: Klaus Thymann Editors: Kevin Tadge, Jesse Threatt Animations: Jesse Threatt Research: Dushyant Naresh Additional protest footage: Eduardo Duwe, Nomade Filmes Supervising Producer: Allison Brown Follow Beme on Instagram: https://www.instagram.com/bemenews Twitter: https://twitter.com/bemenews Facebook: https://www.facebook.com/officialbeme/ Related stories: In Ecuador, and indigenous won a suit to protect their land: New Update: Amazon tribe wins legal battle against oil companies. Preventing drilling in Amazon Rainforest https://www.disclose.tv/amazon-tribe-wins-lawsuit-against-big-oil-saving-millions-of-acres-of-rainforest-367412	Amazon,deforestation,Bolsonaro,indigenous,brazil,climate change,CO2,global warming,ozone,water crisis,rio,rainforest,protests,far right,extremist,tribe,Brasília,brasil,cnn,beme news,beme,casey neistat	25	News & Politics	PT18M17S	1097	2d	hd	false	https://i.ytimg.com/vi/ZjCrbHrNdJ8/maxresdefault.jpg	1	31743	1029	65	0	231
72	UCFOghgEbMEZbDzRhsX6z45g	Kamala Vainy Pillai	RzNgRj4iHvc	2014-02-22T02:18:09Z	2014-02-22 02:18:09	Rainforest and Climate Change Turn Down the Heat	This an experimental video that was produced as part of a project for students in creating awareness on climate change and the importance of the rainforest in mitigating global warming of the planet. As the planet heats up, we are witnessing extreme weather changes. If we reach a 2-degree rise, the planet will face serious consequences. We need to stop this. According to scientists, if the world reaches a 2 degree increase, there is no turning back as we are sure to head towards a 4 degrees rise in temperature in a very short time. It would be devastating for everyone living on the planet. The video presentation offers some ideas on how the rainforest has an important role on the ecosystem of the planet's sustainability and the need to protect it. Deforestation around the globe contributes to about 18% to 25% of CO2 emissions (even greater than GHG emissions from transport sector). So, in order to mitigate global warming, the first and major step that should be taken is to protect the natural cooling system of the planet that has been doing its part for millions of years. We need to protect our Rainforests - The Amazon Rainforest and The Borneo Rainforest.		22	People & Blogs	PT1M26S	86	2d	sd	false			95	0	0	0	1
73	UCWOA1ZGywLbqmigxE4Qlvuw	Netflix	um2Q9aUecy0	2020-04-17T13:00:00Z	2020-04-17 13:00:00	Our Planet | Jungles | FULL EPISODE | Netflix	Experience our planet's natural beauty and examine how climate change impacts all living creatures in this ambitious documentary of spectacular scope. In this episode: Jungles and rainforests are home to an incredible variety of species like preening birds, intelligent orangutans and remarkably ambitious ants. For more about Jungles, please visit https://www.ourplanet.com/en/video/how-to-save-our-jungles Download free educational resources at https://www.ourplanet.com/en/schools-and-youth US Rating: TV-PG. Parental guidance suggested. SUBSCRIBE: http://bit.ly/29qBUt7 About Netflix: Netflix is the world's leading streaming entertainment service with over 167 million paid memberships in over 190 countries enjoying TV series, documentaries and feature films across a wide variety of genres and languages. Members can watch as much as they want, anytime, anywhere, on any internet-connected screen. Members can play, pause and resume watching, all without commercials or commitments. Our Planet | Jungles | FULL EPISODE | Netflix https://youtube.com/Netflix	education,netflix education,documentary,our planet,baby animals,babies,baby,our planet Netflix,nature,planet earth,blue planet,earth,wild animals,environment,climate change,global warming,nat geo,national geographic,family,animals,elephant,tiger,gorilla,eagle,penguin,wildebeest,pelican,dogs,cute,cute animals,cute babies,Jungles,rainforests,forest	24	Entertainment	PT50M58S	3058	2d	sd	true	https://i.ytimg.com/vi/um2Q9aUecy0/maxresdefault.jpg	1	4272144	37544	1053	0	2377
74	UC0L1suV8pVgO4pCAIBNGx5w	60 Minutes Australia	N1cdCUZNh04	2019-05-13T07:00:02Z	2019-05-13 07:00:02	Climate change causes Islands to disappear | 60 Minutes Australia	With the world heating up, drastic rises in sea level mean whole islands are literally disappearing. It’s an extraordinary sight, and proof positive we must do more, right now. WATCH more of 60 Minutes Australia: https://www.60minutes.com.au LIKE 60 Minutes Australia on Facebook: https://www.facebook.com/60Minutes9 FOLLOW 60 Minutes Australia on Twitter: https://twitter.com/60Mins FOLLOW 60 Minutes Australia on Instagram: https://www.instagram.com/60minutes9 For forty years, 60 Minutes have been telling Australians the world’s greatest stories. Tales that changed history, our nation and our lives. Reporters Liz Hayes, Allison Langdon, Tara Brown, Charles Wooley, Liam Bartlett and Sarah Abo look past the headlines because there is always a bigger picture. Sundays are for 60 Minutes. #60MinutesAustralia	60 Minutes,60 Minutes Australia,Liz Hayes,Charles Wooley,Tara Brown,Liam Bartlett,Allison Langdon,Ray Martin,Jana Wendt,Jeff McMullen,Jennifer Byrne,Mike Munro,Richard Carleton,Tracey Curro,Peter Harvey,George Negus,Ian Leslie,Gerald Stone,Sarah Abo,climate change,global warming,Solomon Islands,Pacific,ocean,drowning,rising sea levels,turtles	24	Entertainment	PT17M13S	1033	2d	hd	false		1	2151911	19085	4018	0	
75	UC_Lnb8ZHqqgLbp-7hltuT9w	CNA Insider	yuz9y8Zxa_U	2020-09-19T14:00:18Z	2020-09-19 14:00:18	Asia Heats Up: When Global Warming Becomes Deadly | The Longest Day | Climate Change	The past five years have been the hottest ever recorded on our planet and global warming is only set to increase. By the end of the century, 75% of the world's population will experience extreme heat and if current trends continue, whole regions of Asia will be rendered uninhabitable by direct heat. But for many, deadly heat is already part of their daily lives. In this episode, we meet those who are most vulnerable to heat - schoolchildren in Sumba, the elderly in Singapore and slum-dwellers in Delhi - and learn how heat is a silent killer. Watch more The Longest Day: https://www.youtube.com/playlist?list=PLkMf14VQEvTaCA28h661x_flTmMpw4g6o ================= About The Longest Day: A snapshot of Asia today - told through the voices of farmers, health workers, city residents and displaced families on the frontlines of the climate crisis, as they confront the many challenges unfolding over 24 hours. ================= #CNADocumentaries #CNAInsider #CNATheLongestDay #GlobalWarming #ClimateChange For more, SUBSCRIBE to CNA INSIDER! https://www.youtube.com/cnainsider Follow CNA INSIDER on: Instagram: https://www.instagram.com/cnainsider/ Facebook: https://www.facebook.com/cnainsider/ Website: https://cna.asia/cnainsider	CNA,CNA Insider,CNA documentary,The Longest Day,climate change,sustainability,Asia,global warming,Indonesia,Sumba,sandalwood,deforestation,overlogging,drought,heat,poverty,Singapore,India,New Delhi,heatwave,slum,urban development,asia stories	25	News & Politics	PT46M26S	2786	2d	sd	false	https://i.ytimg.com/vi/yuz9y8Zxa_U/maxresdefault.jpg	1	56923	581	22	0	125
76	UCphTF9wHwhCt-BzIq-s4V-g	What If	pRZKGLIc9DA	2019-08-26T19:47:23Z	2019-08-26 19:47:23	What If We Lost The Amazon Rainforest?	How long would it take for the world's largest rainforest to burn down? If we don't do anything to stop it, we'll soon find out. The Amazon rainforest creates 20% of the Earth's oxygen. It's home to 30% of the planet's species, and it holds the secrets to treating some of our most deadly diseases. If we destroy the Amazon rainforest, the consequences would be disastrous, and they'd be felt all around the world. Could we survive without it? Correction: we got the percentage wrong at 00:16. Tropical rainforests are responsible for 20% of all photosynthesis (and not oxygen production). Academics say this is a very common misconception, and that the figure is less than 10%. For more on this and other questions, the BBC has put together a great article on the facts around the amazon fires: https://www.bbc.com/news/world-latin-america-49450925 Transcript and sources: https://insh.world/science/what-if-we-lost-the-amazon-rainforest/ Watch more what-if scenarios: Planet Earth: https://www.youtube.com/watch?v=_-HhCwYD7rc&list=PLZdXRHYAVxTJCzxwmCq0NNpYq9N9wyb2l The Cosmos: https://www.youtube.com/watch?v=gfuJyVkMH_g&list=PLZdXRHYAVxTJno6oFF9nLGuwXNGYHmE8U Technology: https://www.youtube.com/watch?v=CS3bBO05fpU&list=PLZdXRHYAVxTIeRY3JtgXgoGqSEB7kDdKO Your Body: https://www.youtube.com/watch?v=QmXR46TrbA8&list=PLZdXRHYAVxTJNsV9FFeNAKl2ySsHj8GZO Humanity: https://www.youtube.com/watch?v=fdCDQIyXGnw&list=PLZdXRHYAVxTIFnvmOeWbv-Mt8zFxSCSvZ What If elsewhere: IG: https://www.instagram.com/whatif.show/ Twitter: https://twitter.com/WhatIfScience Facebook: https://www.facebook.com/What.If.science Suggest an episode: http://bit.ly/suggest-whatif T-shirts and merch: http://bit.ly/whatifshop "Imagination will often carry us to worlds that never were. But without it, we go nowhere." — Carl Sagan What If is a mini-documentary web series that takes you on an epic journey through hypothetical worlds and possibilities. Join us on an imaginary adventure — grounded in scientific theory — through time, space and chance, as we ask what if some of the most fundamental aspects of our existence were different. #AmazonFires Feedback, inquiries and suggestions: https://underknown.com/contact	what if,what happens if,scifi,science documentary,what if scenario,biggest questions in science,amazon rainforest fire,what if the amazon rainforest disappears,what if the amazon rainforest burns out,how to stop amazon fires,amazon fires,amazon on fire,who started amazon fires,can the amazon forest burn down,how important is the amazon rainforest,amazon fire live,brazil forest,donations for amazon rainforest,what is happening to the amazon rainforest,if	28	Science & Technology	PT5M29S	329	2d	hd	true	https://i.ytimg.com/vi/pRZKGLIc9DA/maxresdefault.jpg	1	1297289	49188	992	0	6565
77	UCupvZG-5ko_eiXAupbDfxWw	CNN	ZKLL72-GCBE	2020-04-23T02:15:01Z	2020-04-23 02:15:01	Brazil's plan puts the Amazon rainforest at risk	Brazil's president Bolsonaro plans to open the rainforest to roads, ranching, farming and mining. This threatens indigenous populations and impacts climate change. We talked with Brazilians on both sides of the issue. #ClimateChange #CNN #News	latest News,Happening Now,CNN,brazil,amazon,amazon rainforest,jair bolsonaro,world,climate change,science,climate crisis,jskj	25	News & Politics	PT18M11S	1091	2d	hd	false	https://i.ytimg.com/vi/ZKLL72-GCBE/maxresdefault.jpg	1	72405	757	151	0	452
78	UCqx_lpg6XxUUYLbpIYQreUA	betsysnow	TZeG-Wmbeyw	2012-03-21T23:57:53Z	2012-03-21 23:57:53	2010 Earthwatch Climate Change in the Rainforest	In October 2010 - Twelve Earthwatch volunteers spent two weeks helping Principal Investigator Steve Williams and his Grad students to gather more data to study the effects of Climate change on the rainforest in northern Queensland in Australia. The project was a little work and a lot of fun.		22	People & Blogs	PT9M21S	561	2d	sd	false			112	1	0	0	0
79	UCoMdktPbSTixAyNGwb-UYkQ	Sky News	VMXcbWwzeY8	2020-09-14T20:41:43Z	2020-09-14 20:41:43	Trump slammed for denying climate change's role in US wildfires	Donald Trump was challenged by Californian officials about his earlier comments that bad forest management, rather than climate change, was to blame for the wildfires along the US West Coast. On his visit to the state, the US President said "it'll start getting cooler - you just watch" to a civil servant, who replied: "I wish science agreed with you." Democratic presidential candidate Joe Biden called Mr Trump's denial of climate change "unconscionable", saying these "hellish events" will become more frequent if he wins a second term. Sky News videos are now available in Spanish here/Los video de Sky News están disponibles en español aquí https://www.youtube.com/channel/UCzG5BnqHO8oNlrPDW9CYJog SUBSCRIBE to our YouTube channel for more videos: http://www.youtube.com/skynews Follow us on Twitter: https://twitter.com/skynews and https://twitter.com/skynewsbreak Like us on Facebook: https://www.facebook.com/skynews Follow us on Instagram: https://www.instagram.com/skynews For more content go to http://news.sky.com and download our apps: Apple https://itunes.apple.com/gb/app/sky-news/id316391924?mt=8 Android https://play.google.com/store/apps/details?id=com.bskyb.skynews.android&hl=en_GB	sky,news,wildfires,us,president,donald,trump,jo,biden,west,coast,california,gavin,newson,usa,america,american,washington,oregon,sacramento,destroyed,dead,climate,change,denial,denier,us election 2020,election,2020,joseph biden,governor,cause,west coast	24	Entertainment	PT2M42S	162	2d	hd	false	https://i.ytimg.com/vi/VMXcbWwzeY8/maxresdefault.jpg	1	89931	866	785	0	1372
80	UCqk5FYmO1cjysXTGFLZEffQ	Bob Meyers	Tz3LGlQgj3w	2014-12-03T00:05:46Z	2014-12-03 00:05:46	Amazon Rainforest and Climate Change	Amazon impact on climate change and biodiversity	Climate,change,water,endangered,animals,encyclopedia,of,sustainability,science,and,technology	22	People & Blogs	PT5M40S	340	2d	hd	true	https://i.ytimg.com/vi/Tz3LGlQgj3w/maxresdefault.jpg		133	0	0	0	0
81	UCnGtBaMXZ-QW62toq9nJlbQ	VirtualFieldTripsnet	JEsV5rqbVNQ	2014-11-02T00:40:56Z	2014-11-02 00:40:56	Virtual Field Trip - Amazon Rainforest	Visit http://www.virtualfieldtrips.org to learn more Introduce your students to the layers of the rainforest and the animals who live there. Explore the adaptations that have evolved over time.	cybertrips,life science,classroom resources,classroom technology,animals,adaptations,rainforests,south america,habitats,biomes,lesson plans,virtual field trips,Bird,jungle,virtual tour,internet lesson	27	Education	PT9M14S	554	2d	hd	true		1	2379963	8865	1705	0	2533
