position	channelId	channelTitle	videoId	publishedAt	publishedAtSQL	videoTitle	videoDescription	tags	videoCategoryId	videoCategoryLabel	duration	durationSec	dimension	definition	caption	thumbnail_maxres	licensedContent	viewCount	likeCount	dislikeCount	favoriteCount	commentCount
27	UChirEOpgFCupRAk5etXqPaA	Bloomberg Quicktake: Now	eOqxhqTsyIw	2020-12-09T15:51:19Z	2020-12-09 15:51:19	What Has the Paris Climate Agreement Achieved After 5 Years?	The world reached a historic deal 5 years ago, with 195 countries signing the Paris Climate Agreement. For the first time, there was a global treaty that truly tackled the urgency of climate change. And yet, it was deemed weak because it was all voluntary. Bloomberg's Akshat Rathi explains why the agreement's weakness is also its strength. Subscribe to our YouTube channel: https://bit.ly/2TwO8Gm Bloomberg Quicktake brings you live global news and original shows spanning business, technology, politics and culture. Make sense of the stories changing your business and your world. To watch complete coverage on Bloomberg Quicktake 24/7, visit http://www.bloomberg.com/qt/live, or watch on Apple TV, Roku, Samsung Smart TV, Fire TV and Android TV on the Bloomberg app. Have a story to tell? Fill out this survey for a chance to have it featured on Bloomberg Quicktake: https://cor.us/surveys/27AF30 Connect with us on… YouTube: https://www.youtube.com/user/Bloomberg Breaking News on YouTube: https://www.youtube.com/c/BloombergQuickTakeNews Twitter: https://twitter.com/quicktake Facebook: https://www.facebook.com/quicktake Instagram: https://www.instagram.com/quicktake	paris agreement,paris agreement pros and cons,paris accord agreement,paris agreement climate change,climate change,what countries are part of the paris agreement,epa,paris accord,kyoto protocol,the green new deal,paris environmental accord	25	News & Politics	PT3M29S	209	2d	hd	false	https://i.ytimg.com/vi/eOqxhqTsyIw/maxresdefault.jpg	1	2467	25	17	0	18
28	UCBhuBcqtop1L-bId7nXPYXQ	Copenhagen Consensus	CXg9gQX1eLk	2021-01-28T12:10:40Z	2021-01-28 12:10:40	Bjorn Lomborg and Ben Shapiro on Biden rejoining the Paris Climate Agreement	Shortly after being inaugurated as President, Joe Biden recommitted the United States to the Paris climate agreement, arguing that climate change was an "existential threat". Copenhagen Consensus President Bjorn Lomborg explains on the Ben Shapiro Show why Biden's alarmist climate rhetoric is unfounded, and why the Paris Agreement is a very expensive way of achieving very little for the climate. Follow Bjorn Lomborg on social media: https://twitter.com/BjornLomborg https://www.linkedin.com/today/author/bjornlomborg https://www.facebook.com/bjornlomborg		29	Nonprofits & Activism	PT6M34S	394	2d	hd	false	https://i.ytimg.com/vi/CXg9gQX1eLk/maxresdefault.jpg		1002	56	5	0	7
29	UCrC8mOqJQpoB7NuIMKIS6rQ	Study IQ education	u4qeA8Hs4Co	2020-11-08T10:41:16Z	2020-11-08 10:41:16	Paris Agreement Explained - USA to join Paris Climate Change Agreement declared Joe Biden #UPSC #IAS	DIWALI SALE - BIGGEST SALE OF THE YEAR Huge DISCOUNT on all Study IQ best selling courses To know more, download Study IQ APP https://play.google.com/store/apps/details?id=com.studyiq.android	joe biden,paris agreement,biden,paris climate agreement,joe biden on paris agreement,biden vows to rejoin paris climate agreement,us paris agreement,paris climate agreement trump,paris climate agreement and us,paris climate agreement america,paris climate agreement bad for us,biden trump,trump vs biden,joe biden for president,u.s officially leaving paris climate agreement,joe biden paris climate deal,paris climate accord,paris accord	27	Education	PT9M30S	570	2d	hd	false	https://i.ytimg.com/vi/u4qeA8Hs4Co/maxresdefault.jpg	1	51575	2840	52	0	99
30	UC7ga3FLMFOOpMQwaYoW42bw	Grist	MQQdzELKzV0	2021-01-21T17:33:02Z	2021-01-21 17:33:02	Biden rejoining the Paris Agreement, explained	Here's what that means for the U.S., the world, and climate change. The United States is rejoining the Paris climate agreement, fulfilling one of President Joe Biden’s earliest campaign promises and generating sighs of relief around the world as governments struggle to keep the planet’s temperature from surging to even more dangerous levels. #parisagreement #climatechange #paris #parisaccord #emissions		1	Film & Animation	PT2M53S	173	2d	hd	true	https://i.ytimg.com/vi/MQQdzELKzV0/maxresdefault.jpg	1	2184	84	20	0	37
31	UCgRvm1yLFoaQKhmaTqXk9SA	NowThis World	1yxeRrOtT7g	2016-04-22T12:00:00Z	2016-04-22 12:00:00	Can The Paris Agreement Actually Stop Global Warming?	» Subscribe to NowThis World: http://go.nowth.is/World_Subscribe Argentine prosecutor Alberto Nisman was found dead a day before he was due to give his testimony about an alleged government cover-up of a terrorist attack. Suspicion grew as to what was the cause of death. Did he kill himself, or was his death part of a cover-up as well? Learn More: What Happened to Alberto Nisman? http://www.newyorker.com/news/news-desk/happened-alberto-nisman "On January 18th, just before midnight, an Argentine state prosecutor named Alberto Nisman turned up dead in his apartment." Argentine Phone Calls Detail Efforts to Shield Iran http://www.nytimes.com/2015/01/22/world/americas/argentine-calls-detail-efforts-to-shield-iran.html "Intercepted conversations between representatives of the Iranian and Argentine governments point to a long pattern of secret negotiations to reach a deal in which Argentina would receive oil in exchange for shielding Iranian officials from charges that they orchestrated the bombing of a Jewish community center in 1994." The shady history of Argentina's Intelligence Secretariat http://www.theguardian.com/world/2015/jan/27/argentina-intelligence-secretariat-shady-history "On Monday night, Argentina's president, Cristina Fernández de Kirchner, took the bold step of announcing a plan to dissolve the country's Intelligence Secretariat and send to congress a draft bill for the "reform of Argentina's intelligence service" in the wake of the death of prosecutor Alberto Nisman nine days ago." Latin Americans Increasingly Distrust Their Government, and It's Leading to More and More Violence http://www.huffingtonpost.com/sergio-munoz-bata/latin-americans-increasin_b_6614884.html "From Buenos Aires to Mexico City to Rio de Janeiro, distrust in the institutions of governance is the predominant feeling." Watch More: How Powerful Iran is? https://www.youtube.com/watch?v=U8mywU-_jlc _________________________ NowThis World is dedicated to bringing you topical explainers about the world around you. Each week we’ll be exploring current stories in international news, by examining the facts, providing historical context, and outlining the key players involved. We’ll also highlight powerful countries, ideologies, influential leaders, and ongoing global conflicts that are shaping the current landscape of the international community across the globe today. More from NowThis: » Subscribe to NowThis News: http://go.nowth.is/News_Subscribe » Like NowThis World on Facebook: https://go.nowth.is/World_Facebook » Connect with Judah: Follow @judah_robinson on Twitter – Facebook: http://go.nowth.is/LikeJudah » Connect with Versha: Follow @versharma on Twitter – Facebook: http://go.nowth.is/LikeVersha http://www.youtube.com/nowthisworld Special thanks to Evan Puschak for hosting TestTube! Check Evan out on Twitter: https://twitter.com/TheeNerdwriter/media	paris,the paris agreement,paris agreement,climate change agreement,COP21,cop21 paris,cop21 agreement,climate change,environment,global warming,united nations,un,un climate change,Pollution,US,china,global emission,biggest polluters,cutting emission,us pollution,climate change conference,what is the paris agreement,seeker,seeker daily,testtube,test tube,Jules Suzdaltsev,News,current events,global climate change,china pollution	25	News & Politics	PT3M44S	224	2d	hd	true	https://i.ytimg.com/vi/1yxeRrOtT7g/maxresdefault.jpg	1	115235	2756	204	0	721
32	UC5bEfSFTYQVfLCwkhBt8NtQ	The Heritage Foundation	pq317MO6-Rs	2019-11-07T17:32:46Z	2019-11-07 17:32:46	Nick Loris: Paris Climate Agreement Is "All Cost and No Meaningful Climate Benefit"	Nick Loris appeared on C-SPAN’s Washington Journal November 7, 2019, to discuss the U.S. withdrawing from the Paris Climate Agreement and climate issues.	nick loris,c-span,washington journal,climate change,climate,paris climate agreement,paris climate accord,paris climate,heritage foundation	25	News & Politics	PT9M52S	592	2d	hd	false	https://i.ytimg.com/vi/pq317MO6-Rs/maxresdefault.jpg		2173	48	10	0	18
33	UC5O114-PQNYkurlTg6hekZw	United Nations	m-FM845giaI	2016-04-22T15:23:14Z	2016-04-22 15:23:14	Leonardo DiCaprio, High-level Signature Ceremony for the Paris Agreement	United Nations - Statement by Mr. Leonardo DiCaprio, United Nations Messenger of Peace at the opening of the High-level Signature Ceremony for the Paris Agreement. Tackling Climate Change: http://www.un.org/sustainabledevelopment/climatechange/	UN,United Nations,Leonardo DiCaprio,DiCaprio,United Nations Messenger of Peace,Peace,High-level Signature Ceremony for the Paris Agreement,Paris Agreement,Climate Change	25	News & Politics	PT6M5S	365	2d	sd	true		1	247217	3137	114	0	291
34	UC6ZFN9Tx6xh-skXCuRHCDpQ	PBS NewsHour	mVIF4FThR5o	2019-11-06T01:18:23Z	2019-11-06 01:18:23	What U.S. withdrawal from Paris climate deal means for a warming planet	President Trump announced Monday that in a year, the U.S. will formally withdraw from the Paris climate agreement. The global accord was signed in 2015 by nearly 200 nations pledging to cut greenhouse gas emissions to slow the planet’s warming. Brookings Institution’s Todd Stern, who was chief climate negotiator during the Obama administration, joins William Brangham to discuss the fallout. Stream your PBS favorites with the PBS app: https://to.pbs.org/2Jb8twG Find more from PBS NewsHour at https://www.pbs.org/newshour Subscribe to our YouTube channel: https://bit.ly/2HfsCD6 Follow us: Facebook: http://www.pbs.org/newshour Twitter: http://www.twitter.com/newshour Instagram: http://www.instagram.com/newshour Snapchat: @pbsnews Subscribe: PBS NewsHour podcasts: https://www.pbs.org/newshour/podcasts Newsletters: https://www.pbs.org/newshour/subscribe	todd stern,brookings instution,william brangham,greenhouse emissions,greenhouse gas,climate change,global warming,pollution,fossil fuels,paris climate agreement,president trump,trump,us	25	News & Politics	PT6M18S	378	2d	hd	true		1	19729	243	73	0	
35	UCFZ1Dv_jsdIIUgnJVVcbqKQ	Brut America	u3w4XxXcM88	2020-12-21T22:28:59Z	2020-12-21 22:28:59	The Paris Agreement: What if the U.S. Re-enters?	The U.S. entered the Paris Agreement on climate change under the Obama administration. Donald Trump withdrew, then Joe Biden promised to re-enter it. Here's what that means for the planet… Subscribe to Brut America: https://bit.ly/BrutAmericaYT 📲Watch the newest Brut videos on our mobile apps: ▶︎https://apps.apple.com/us/app/brut/id1401241655 ▶︎https://play.google.com/store/apps/details?id=media.brut.brut Discover More Brut: ▶︎ https://brut.media/us ▶︎ FB: https://facebook.com/brutamerica ▶︎ IG: https://instagram.com/brutamerica ▶︎ TW: https://twitter.com/brutamerica	brut america,Brut US,Brut,Brut Media,paris agreement,paris accord,donald trump,barack obama,joe biden,biden paris accord,biden paris agreement,paris agreement trump,climate change,biden climate change,trump climate change,paris agreement on climate change,paris agreement united states,united states climate change,paris agreement countries,paris agreement biden,paris agreement news,paris agreement video,paris agreement explained,paris agreement doc	25	News & Politics	PT5M20S	320	2d	hd	false	https://i.ytimg.com/vi/u3w4XxXcM88/maxresdefault.jpg	1	223	5	0	0	0
36	UCafpueX9hFLls24ed6UddEQ	Drishti IAS : English	lpeMG2fW_OA	2020-12-11T15:00:09Z	2020-12-11 15:00:09	Paris agreement: The need of the time | Editorial Analysis - Dec 11, 2020	Dear Viewers, Drishti IAS presents to you a new programme, Editorial Analysis. In this program, we will analyze editorials published in major English newspapers (such as The Hindu and Indian Express, etc.) for effective understanding of students. In this program, we will mainly focus on 3 things: 1. Establishing link of the editorial to UPSC syllabus. 2. Understanding the main points of editorial. 3. Discussing important concepts mentioned in the editorial or which are necessary to understand the editorial. Hope you all like this new initiative of Dristhi IAS! Please feel free to give your suggestions and opinions. Thank you! To read more such Editorials, click - https://www.drishtiias.com/current-affairs-news-analysis-editorials #EditorialAnalysis #TheHinduEditorial #DrishtiIAS	GS-2,GS-3,Coronavirus,COVID19,drishti ias English,drishti ias,Editorial Analysis 2020,Article 32,ias preparation material class online,dr vikas divyakirti,India and US,2020,the hindu editorial analysis,exam guide guidance booster strategy,gs general studies ethics paper discussion analysis syllabus,farmers bill,Paris agreement,Paris agreement: The need of the time,drishti current affairs,drishti ias current affairs in hindi	27	Education	PT22M27S	1347	2d	hd	false	https://i.ytimg.com/vi/lpeMG2fW_OA/maxresdefault.jpg		4229	196	0	0	8
37	UCoA5qUJCXE4CF-ymcspe4Ng	Dynamic Study	YwmrYeDZp5M	2019-05-15T06:57:50Z	2019-05-15 06:57:50	Paris Agreement | Unit-9 People, Dev. and Environment |	Hi Learners, we are starting People, Development and Environment unit-9 of paper code-00 or paper-1 General of NTA NET and the topic of this video is on International Agreement/efforts- Montreal Protocol For downloading these notes in English visit link https://www.instamojo.com/Dynamic_Stu... इन नोटों को हिंदी भाषा में डाउनलोड करने के लिए लिंक पर जाएं https://www.instamojo.com/Dynamic_Stu... ------------------------------------------------------------------------------------------------------------- For downloading notes in PDF format please visit my Digital Store https://www.instamojo.com/Dynamic_Study/?ref=profile_bar ---------------------------------------------------------------------------------------------------------- For more videos of OB in English visit this link https://www.youtube.com/watch?v=H6lEV... ----------------------------------------------------------------------------------------------------------- For more videos of OB in Hindi visit this link https://www.youtube.com/watch?v=krD6f... ----------------------------------------------------------------------------------------------------------- Please go through the video and don't forget to share your views and subscribe to the channel to keep the content open and reachable to students. ---------------------------------------------------------------------------------------------------- Keep on watching, keep on learning! #DynamicStudy	montreal protocol59.3,climate change,global issues,people and environment ugc net44.9,people and environment ugc net paper 1,people and environment ugc net paper 1 in hindi,people devlopment and environment for ugc net,ugc net paper1 updated tipic,ugc net mock test,ugc net paper 1,rio summit 1992,earth summit in hindi,paris agreement in hindi,paris agreement ugc net,paris agreement upsc,paris agreement explained,paris agreement,paris agreement india	27	Education	PT24M21S	1461	2d	hd	false	https://i.ytimg.com/vi/YwmrYeDZp5M/maxresdefault.jpg	1	26909	704	21	0	24
38	UCb0xfM3HGOsqPYNAocXXNAQ	truTV	VR1UhhO4UYU	2017-06-01T20:11:30Z	2017-06-01 20:11:30	Adam Ruins Everything - Why the World Needs the Paris Agreement | truTV	When it comes to the shaping the future of our planet, the entire world needs to come together. Adam Conover's joined by Dr. Dale Jamieson, Professor of Environmental Studies and Philosophy at New York University, to explain how individual action can encourage collective responsibility. Subscribe: http://bit.ly/truTVSubscribe Watch Full Episodes for Free: http://bit.ly/1Rw2yzp Check Adam’s Sources: http://bit.ly/1Q7MHpK In Adam Ruins Everything, host Adam Conover employs a combination of comedy, history and science to dispel widespread misconceptions about everything we take for granted. A blend of entertainment and enlightenment, Adam Ruins Everything is like that friend who knows a little bit too much about everything and is going to tell you about it... whether you like it or not.  truTV Official Site: http://www.trutv.com/ Like truTV on Facebook: https://www.facebook.com/truTV Follow truTV on Twitter: https://twitter.com/truTV Follow truTV on Tumblr: http://trutv.tumblr.com/ Get the truTV app on Google Play: http://bit.ly/1eYxjPP Get the truTV app on iTunes: http://apple.co/1JiGkjh Way more truTV! Watch clips, sneak peeks and exclusives from original shows like Comedy Knockout, Those Who Can't and more – plus fresh video from hit shows like Impractical Jokers and The Carbonaro Effect. Adam Ruins Everything - Why the World Needs the Paris Agreement | truTV	adam ruins everything,ruins everything,truTV,adam ruins,truTv adam ruins everything,adam conover,adam ruins everything truTV,adam conover runis everything,truTV Shows,Truth,The Paris Agreement,Climate Change,Adam,Huge Step,shaping,future,planet,world,together	24	Entertainment	PT2M59S	179	2d	hd	true	https://i.ytimg.com/vi/VR1UhhO4UYU/maxresdefault.jpg	1	1246961	17946	1455	0	1786
39	UCNye-wNBqNL5ZzHSJj3l8Bg	Al Jazeera English	eDTgdlSIh7E	2020-12-12T08:31:18Z	2020-12-12 08:31:18	Patricia Espinosa: The Paris Agreement, five years on | Talk to Al Jazeera	Representatives of 196 countries gathered in Paris at the 21st United Nations Climate Change Conference on December 12, 2015. The summit brought them together to draft an agreement on sustainability for the planet. The main long-term goal: turning back the clock on global warming by limiting temperatures to between 1.5 and 2 degrees Celsius above pre-industrial levels. But as no mechanism forces a country to set a specific emissions target by a specific date, is the Paris agreement succeeding, five years on? Patricia Espinosa, the executive secretary of the UN Framework Convention on Climate Change, talks to Al Jazeera. - Subscribe to our channel: http://aje.io/AJSubscribe - Follow us on Twitter: https://twitter.com/AJEnglish - Find us on Facebook: https://www.facebook.com/aljazeera - Check our website: https://www.aljazeera.com/	youtube,aljazeera.com,al jazeera,united nations,aljazeera,aljazeera english,al jazeera english,environment,unfccc,global warming,aljazeera news,un,climate crisis,aljazeera live,climate emergency,paris climate agreement,un framework convention on climate change,climate change	25	News & Politics	PT25M6S	1506	2d	hd	false	https://i.ytimg.com/vi/eDTgdlSIh7E/maxresdefault.jpg	1	2197	36	5	0	7
40	UCXIJgqnII2ZOINSWNOGFThA	Fox News	eIJ_sxzUZuI	2017-06-01T04:00:04Z	2017-06-01 04:00:04	Gutfeld: Why the Paris accord is a terrible idea	The Paris Climate Agreement is the world's worst lotto ticket	The Five,Dana Perino,Greg Gutfeld,Jesse Watters,Juan Williams,Kimberly Guilfoyle,Gutfeld,Apple News,On Air,Opinion,Personality,Primary Opinion,Special,Fox News,News	25	News & Politics	PT7M38S	458	2d	hd	false		1	100529	1972	748	0	760
41	UCFH5dQAkGIqzcFYmM4tNtXw	NowThis Earth	A_jUNzE28zc	2020-12-12T20:00:13Z	2020-12-12 20:00:13	Greta Thunberg Calls for Hope 5 Years After the Paris Agreement | NowThis Earth	'We cannot solve a crisis without treating it as a crisis' — Greta Thunberg is calling out world leaders for their inaction on climate change five years after the Paris Agreement was signed. » Subscribe to NowThis Earth: https://go.nowth.is/Earth_Subscribe » Sign up for our newsletter KnowThis to get the biggest stories of the day delivered straight to your inbox: https://go.nowth.is/KnowThis The past five years have been the hottest ever recorded, and during that time the world has emitted more than 200 gigatons of carbon dioxide. Five years after the Paris Agreement was signed, the action we need is still nowhere in sight — world leaders are in a state of denial. 'We cannot solve a crisis without treating it as a crisis,' says youth climate activist Greta Thunberg. The time to spread awareness and act is now. #GretaThunberg #ClimateChange #FightFor1Point5 #Earth #Environment #Science #NowThis Connect with NowThis » Subscribe to NowThis News: http://go.nowth.is/News_Subscribe » Like us on Facebook: http://go.nowth.is/News_Facebook » Tweet us on Twitter: http://go.nowth.is/News_Twitter » Follow us on Instagram: http://go.nowth.is/News_Instagram » Find us on Snapchat Discover: http://go.nowth.is/News_Snapchat NowThis Earth is daily news coverage of climate, sustainability, biodiversity, species extinction, environmental justice, and other planetary concerns. NowThis is your premier news outlet providing you with all the videos you need to stay up to date on all the latest in trending news. From entertainment to politics, to viral videos and breaking news stories, we’re delivering all you need to know straight to your social feeds. We live where you live. http://www.youtube.com/nowthisearth @NowThisEarth	nowthis,future,science news,nowthis earth,now this earth,environment,earth,climate change,greta thunberg,global warming,climate crisis,climate strike,climate emergency,climate activist,current events,greta thunberg climate change,paris agreement,climate change 2020,climate crisis explained,climate crisis solutions,climate crisis policy,global issues and solutions,environmental issues,environmental justice,youth climate activist,youth climate activism	28	Science & Technology	PT2M51S	171	2d	hd	false	https://i.ytimg.com/vi/A_jUNzE28zc/maxresdefault.jpg	1	9200	916	127	0	251
42	UCrC8mOqJQpoB7NuIMKIS6rQ	Study IQ education	_1t3AmyJO4w	2020-11-16T02:13:14Z	2020-11-16 02:13:14	US to rejoin Paris Agreement - What challenges will Biden face in undoing Trump’s climate legacy?	DIWALI SALE - BIGGEST SALE OF THE YEAR Huge DISCOUNT on all Study IQ best selling courses To know more, download Study IQ APP https://play.google.com/store/apps/details?id=com.studyiq.android	joe biden,paris agreement,biden,paris climate agreement,joe biden on paris agreement,biden vows to rejoin paris climate agreement,us paris agreement,paris climate agreement trump,paris climate agreement and us,paris climate agreement america,paris climate agreement bad for us,biden trump,trump vs biden,joe biden for president,u.s officially leaving paris climate agreement,joe biden paris climate deal,paris climate accord,paris accord	27	Education	PT12M4S	724	2d	hd	false	https://i.ytimg.com/vi/_1t3AmyJO4w/maxresdefault.jpg	1	24976	1573	40	0	29
43	UCgwGLd4Xxr96veqjHOfwnjQ	Rand Paul	jF5JRXSUBsc	2017-06-02T01:30:17Z	2017-06-02 01:30:17	Rand Paul Destroys Paris Agreement on Climate Change | President Trump	Senator Rand Paul talks about the Paris Agreement on climate change and how he supports President Trump's decision to remove the US from the deal. Check out Rand Paul's website here▼ http://www.paul.senate.gov/ Like Rand Paul on Facebook▼ http://www.facebook.com/RandPaul Follow Rand Paul on Twitter▼ http://twitter.com/RandPaul Follow Rand Paul on Instagram▼ http://instagram.com/drrandpaul/ A Short Bio on Rand Paul Senator Rand Paul, M.D. is one of the nation’s leading advocates for liberty. Elected to the U.S. Senate in 2010, Dr. Paul has proven to be an outspoken champion for constitutional liberties and fiscal responsibility. As a fierce advocate against government overreach, Rand has fought tirelessly to return government to its limited, constitutional scope. A devoted husband and father, Dr. Paul and his family live in Bowling Green, Kentucky, where Rand owned his own ophthalmology practice and performed eye surgery for 18 years. As a hard-working and dedicated physician--not a career politician--Rand Paul came to Washington to shake things up and to make a difference. Dr. Paul has been married for 24 years to Kelley Ashby Paul of Russellville, Kentucky, and together, they have three sons: William, 21; Duncan, 18; and Robert, 15. He regularly volunteered to coach teams for each of his three sons in Little League baseball, soccer, and basketball. Rand and Kelley are both devout Christians and are active in their local church. Rand is the third of five children born to Carol and Ron Paul. He grew up in Lake Jackson, Texas and attended Baylor University. He graduated from Duke Medical School in 1988. Dr. Paul completed a general surgery internship at Georgia Baptist Medical Center in Atlanta and completed his residency in ophthalmology at Duke University Medical Center. Upon completion of his training in 1993, Rand and Kelley moved to Bowling Green to start their family and begin his ophthalmology practice. In 1995, Rand founded the Southern Kentucky Lions Eye Clinic, an organization that provides eye exams and surgery to needy families and individuals. Rand is a former president and 17-year member of Lions Clubs International, which is dedicated to preserving sight by providing eyeglasses and surgery to the less fortunate around the world. In recognition of his outstanding and sustained efforts to provide vision care to Kentuckians in need, Lions Clubs International has awarded Rand many of its highest commendations. A large part of Rand's daily work as an ophthalmologist was dedicated to preserving the vision of our seniors. In 2002, The Twilight Wish Foundation recognized Rand for Outstanding Service and Commitment to Seniors. During his free time, Dr. Paul performs pro-bono eye surgeries for patients across Kentucky. Additionally, he provides free eye surgery to children from around the world through his participation in the Children of the Americas Program. Most recently, he traveled to Guatemala on a medical mission trip with the University of Utah's Moran Eye Center. During the week over 200 patients, many of them blind with cataracts had their vision restored by Dr. Paul. Dr. Paul's entrance into politics is indicative of his life’s work as a surgeon: a desire to diagnose problems and provide practical solutions, whether it be in Bowling Green, Kentucky or Washington, D.C. Randal Howard "Rand" Paul (born January 7, 1963) is an American physician and politician from Kentucky. In office since 2011, Paul currently serves in the United States Senate as a member of the Republican Party. He is also a trained ophthalmologist and is the middle son of former U.S. Representative and physician Ron Paul of Texas. Born in Pittsburgh, Pennsylvania, Paul attended Baylor University and is a graduate of the Duke University School of Medicine. Paul began practicing ophthalmology in 1993 in Bowling Green, Kentucky and established his own clinic in December 2007. Paul has been considered a supporter of the Tea Party movement, and a vocal critic of the Federal Reserve System. He has opposed NSA mass surveillance of Americans and supports reduced government spending and taxation. He describes himself as "100% pro-life" and has cosponsored legislation for the equal protection of the right to life from conception. Paul officially announced his candidacy for the 2016 U.S. presidential election on April 7, 2015.	rand paul,rand,paul,Senator Rand Paul,ron paul,Hillary Clinton,Donald Trump,Rand Paul 2016,trump 2016,tea party conservative,kentucky senator,libertarian politician,libertarian senator,bernie sanders,barack obama,make america great again,republican senator,republican congressman,republican politician,justin amash,conservative,ron pauls son,best senator,paris agreement,climate change	25	News & Politics	PT5M6S	306	2d	hd	false	https://i.ytimg.com/vi/jF5JRXSUBsc/maxresdefault.jpg		47636	587	69	0	121
44	UCzWQYUVCpZqtN93H8RR44Qw	Seeker	qdqPoX9IV9A	2015-12-16T23:12:31Z	2015-12-16 23:12:31	Climate Deal in Paris: Everything You Need to Know	What exactly was in the COP21 deal, what do countries have to do now that it's signed and done? Which Countries Will Be Underwater Due To Climate Change ►►►► http://dne.ws/1Rpo0J4 Sign Up For The TestTube Newsletter Here ►►►► http://dne.ws/1McUJdm Read More: The Paris Climate Meeting: A Quick Guide http://news.discovery.com/earth/global-warming/the-paris-climate-meeting-a-quick-guide-to-cop-21-151130.htm “Beginning Monday, until Dec. 11, representatives of 196 nations, and an estimated total of 20,000 accredited negotiators and observers will be gathered in Paris to discuss steps to address climate change. Like the 2009 Copenhagen summit before it, the Paris gathering has attracted a lot of media attention and will be in the news a lot more over the coming two weeks. So what exactly is it, and what is expected to happen?” The world just agreed to a major climate deal in Paris. Now comes the hard part. http://www.vox.com/2015/12/12/9981020/paris-climate-deal “After two weeks of bleary all-nighters in Paris, diplomats from around the world have hammered out a major global agreement to address climate change. Here's the full 31-page document, which was approved by 195 countries on Saturday.” ____________________ DNews is dedicated to satisfying your curiosity and to bringing you mind-bending stories & perspectives you won't find anywhere else! New videos twice daily. Watch More DNews on TestTube http://testtube.com/dnews Subscribe now! http://www.youtube.com/subscription_center?add_user=dnewschannel DNews on Twitter http://twitter.com/dnews Trace Dominguez on Twitter https://twitter.com/tracedominguez Julia Wilde on Twitter https://twitter.com/julia_sci DNews on Facebook https://facebook.com/DiscoveryNews DNews on Google+ http://gplus.to/dnews Discovery News http://discoverynews.com Download the TestTube App: http://testu.be/1ndmmMq Sign Up For The TestTube Mailing List: http://dne.ws/1McUJdm	climate change,cop21,paris,paris climate talks,conference of parties,fighting climate change,environment,environmentalists,developing nations,carbon,carbon emissions,pollution,fossil fuels,clean energy,Trace Dominguez,d news,dnews,education,educational,science,discovery news,age=14 15 16 17,global warming,carbon dioxide	28	Science & Technology	PT4M53S	293	2d	hd	true	https://i.ytimg.com/vi/qdqPoX9IV9A/maxresdefault.jpg	1	166649	2969	202	0	529
